;von;bis;;
Datum:;27.10.2020;27.10.2020;;
Enthalt Z;149;149;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Hario mini –slim hand grinder;0;1;38.50;3.12 %;;0;0.00;;1;38.50
MUYU 250g;0;4;38.00;3.08 %;;0;0.00;;4;38.00
MUYU 1000g;0;1;34.00;2.76 %;;0;0.00;;1;34.00
Americano;0;12;30.00;2.43 %;;2;5.00;;10;25.00
Pain au chocolat;0;10;28.00;2.27 %;;5;14.00;;5;14.00
Café Crème;0;11;27.50;2.23 %;;2;5.00;;9;22.50
LUA CLARA 250g;0;2;23.00;1.86 %;;0;0.00;;2;23.00
Caffé Latte doppelt;0;6;22.80;1.85 %;;3;11.40;;3;11.40
Croissant;0;11;22.00;1.78 %;;4;8.00;;7;14.00
ReCup ausgeben;0;20;20.00;1.62 %;;4;4.00;;16;16.00
MUYU 500g;0;1;18.00;1.46 %;;0;0.00;;1;18.00
Filterkaffee;0;7;17.50;1.42 %;;0;0.00;;7;17.50
Doppio;0;6;15.00;1.22 %;;2;5.00;;4;10.00
Espresso single;0;7;14.00;1.13 %;;3;6.00;;4;8.00
Espresso Macchiato;0;5;12.50;1.01 %;;2;5.00;;3;7.50
EL MORENO 250g;0;1;11.50;0.93 %;;0;0.00;;1;11.50
DON PASCUAL 250g;0;1;10.50;0.85 %;;0;0.00;;1;10.50
FINCA ISNUL 250g;0;1;10.50;0.85 %;;0;0.00;;1;10.50
Kaltgetränk;0;3;8.40;0.68 %;;2;5.60;;1;2.80
Granola COCOS;0;2;8.40;0.68 %;;0;0.00;;2;8.40
AeroPress filter;0;1;7.00;0.57 %;;0;0.00;;1;7.00
Café Crème groß;0;2;6.00;0.49 %;;1;3.00;;1;3.00
ReCup ausgeben **;0;6;6.00;0.49 %;;0;0.00;;6;6.00
Americano groß;0;2;6.00;0.49 %;;0;0.00;;2;6.00
Hand Brew;0;1;4.50;0.36 %;;1;4.50;;0;0.00
Flat White auf Eis;0;1;4.20;0.34 %;;1;4.20;;0;0.00
Doppio Macchiato;0;1;3.00;0.24 %;;0;0.00;;1;3.00
Milchschaum Kids;0;1;0.00;0.00 %;;0;0.00;;1;0.00
ReCup zurücknehmen **;0;4;-4.00;-0.32 %;;0;0.00;;4;-4.00
ReCup zurücknehmen;0;14;-14.00;-1.13 %;;2;-2.00;;12;-12.00
;;;;
